id,title,description,availability,condition,price,currency,brand,item_group_id,section_ar,category_ar,type_ar,unit_ar,status,publish_to_meta,link,image_link,internal_notes
MY-0084,محشي فريكة - نصف خاروف - بلدي - نصف خاروف,وزن 7-8 كيلو,in stock,new,150.000 JOD,JOD,مطبخ اليوم,GRP-47003D2A,ولائم ومحاشي الذبائح,نصف خاروف,بلدي,نصف خاروف,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0084,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 7-8 كيلو
MY-0085,محشي ورق عنب - نصف خاروف - بلدي - نصف خاروف,وزن 7-8 كيلو,in stock,new,170.000 JOD,JOD,مطبخ اليوم,GRP-90DA0CF9,ولائم ومحاشي الذبائح,نصف خاروف,بلدي,نصف خاروف,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0085,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 7-8 كيلو
MY-0086,محشي رز - نصف خاروف - مستورد - نصف خاروف,وزن 7-8 كيلو,in stock,new,125.000 JOD,JOD,مطبخ اليوم,GRP-08F9B75D,ولائم ومحاشي الذبائح,نصف خاروف,مستورد,نصف خاروف,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0086,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 7-8 كيلو
MY-0087,محشي فريكة - نصف خاروف - مستورد - نصف خاروف,وزن 7-8 كيلو,in stock,new,125.000 JOD,JOD,مطبخ اليوم,GRP-47003D2A,ولائم ومحاشي الذبائح,نصف خاروف,مستورد,نصف خاروف,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0087,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 7-8 كيلو
MY-0088,محشي ورق عنب - نصف خاروف - مستورد - نصف خاروف,وزن 7-8 كيلو,in stock,new,145.000 JOD,JOD,مطبخ اليوم,GRP-90DA0CF9,ولائم ومحاشي الذبائح,نصف خاروف,مستورد,نصف خاروف,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0088,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 7-8 كيلو
MY-0089,محشي رز - ضلعة - بلدي - ضلعة,وزن 3-4 كيلو,in stock,new,80.000 JOD,JOD,مطبخ اليوم,GRP-CA6DCC57,ولائم ومحاشي الذبائح,ضلعة,بلدي,ضلعة,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0089,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 3-4 كيلو
MY-0090,محشي فريكة - ضلعة - بلدي - ضلعة,وزن 3-4 كيلو,in stock,new,80.000 JOD,JOD,مطبخ اليوم,GRP-6DE68251,ولائم ومحاشي الذبائح,ضلعة,بلدي,ضلعة,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0090,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 3-4 كيلو
MY-0091,محشي ورق عنب - ضلعة - بلدي - ضلعة,وزن 3-4 كيلو,in stock,new,90.000 JOD,JOD,مطبخ اليوم,GRP-5F5B0BAD,ولائم ومحاشي الذبائح,ضلعة,بلدي,ضلعة,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0091,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 3-4 كيلو
MY-0092,محشي رز - ضلعة - مستورد - ضلعة,وزن 3-4 كيلو,in stock,new,65.000 JOD,JOD,مطبخ اليوم,GRP-CA6DCC57,ولائم ومحاشي الذبائح,ضلعة,مستورد,ضلعة,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0092,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 3-4 كيلو
MY-0093,محشي فريكة - ضلعة - مستورد - ضلعة,وزن 3-4 كيلو,in stock,new,65.000 JOD,JOD,مطبخ اليوم,GRP-6DE68251,ولائم ومحاشي الذبائح,ضلعة,مستورد,ضلعة,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0093,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 3-4 كيلو
MY-0094,محشي ورق عنب - ضلعة - مستورد - ضلعة,وزن 3-4 كيلو,in stock,new,75.000 JOD,JOD,مطبخ اليوم,GRP-5F5B0BAD,ولائم ومحاشي الذبائح,ضلعة,مستورد,ضلعة,made_to_order,yes,https://matbakh-alyoum.site/menu.html#item-MY-0094,https://matbakh-alyoum.site/assets/menu-placeholder.svg,وزن 3-4 كيلو
